review_text,aspect_triplets,new_triplets,reasoning
"Manzarasi çok güzel , dekorasyonda çok başarılıydı , kahvaltı için gittik kahvaltı güzeldi ama omleti beğenmedim çok tatsızdı.","[('omleti', 'FOOD#QUALITY', 'negative'), ('kahvaltı', 'FOOD#QUALITY', 'positive'), ('dekorasyonda', 'AMBIENCE#GENERAL', 'positive'), ('Manzarasi', 'AMBIENCE#GENERAL', 'positive')]","[['omleti', 'FOOD#QUALITY', 'negative'], ['kahvaltı', 'FOOD#QUALITY', 'positive'], ['dekorasyonda', 'AMBIENCE#GENERAL', 'positive'], ['Manzarasi', 'AMBIENCE#GENERAL', 'positive']]",All sentiments are correctly identified from the text.
"Manzarası süper, zaten süper olan başka birşeyde yok.","[('', 'RESTAURANT#GENERAL', 'negative'), ('Manzarası', 'AMBIENCE#GENERAL', 'positive')]","[['', 'RESTAURANT#GENERAL', 'negative'], ['Manzarası', 'AMBIENCE#GENERAL', 'positive']]",View explicitly positive; 'başka birşey yok' implies overall negative.
Manzarası süper.,"[('Manzarası', 'AMBIENCE#GENERAL', 'positive')]","[['Manzarası', 'AMBIENCE#GENERAL', 'positive']]","Review states 'Manzarası süper' (view is super), which is clearly positive and belongs to ambience."
Manzarası zaten mükemmel.,"[('Manzarası', 'AMBIENCE#GENERAL', 'positive')]","[['Manzarası', 'AMBIENCE#GENERAL', 'positive']]","Metin 'manzarası mükemmel' diyor, pozitif duygu."
Manzarasına zaten diyecek tek bir kelime yok.,"[('Manzarasına', 'AMBIENCE#GENERAL', 'positive')]","[['Manzarasına', 'AMBIENCE#GENERAL', 'positive']]",Mevcut etiket doğru: manzara olağanüstü olduğu için 'diyecek kelime yok' ifadesi olumlu.
Manzaraya da sufleye de bayildik.,"[('Manzaraya', 'AMBIENCE#GENERAL', 'positive'), ('sufleye', 'FOOD#QUALITY', 'positive')]","[['Manzaraya', 'AMBIENCE#GENERAL', 'positive'], ['sufleye', 'FOOD#QUALITY', 'positive']]",Metinde manzara ve sufle için olumlu ifade var.
Marmara ögrencilerine de indirimli fiyat uygulamasi var.,"[('fiyat', 'RESTAURANT#PRICES', 'positive')]","[['indirimli fiyat', 'RESTAURANT#PRICES', 'positive']]","Öğrencilere indirimli fiyat sunuluyor, olumlu."
Mart ayinin son gunu bugun berbatti burasi.,"[('burasi', 'RESTAURANT#GENERAL', 'negative')]","[['burasi', 'RESTAURANT#GENERAL', 'negative']]",Review states 'burasi berbatti' (this place was terrible) → negative general sentiment.
Masa yerlesimleri pek guzel degil oturma duzeni olmamis.,"[('oturma duzeni', 'AMBIENCE#GENERAL', 'negative'), ('Masa yerlesimleri', 'AMBIENCE#GENERAL', 'negative')]","[['Masa yerlesimleri', 'AMBIENCE#GENERAL', 'negative'], ['oturma duzeni', 'AMBIENCE#GENERAL', 'negative']]",Both table layout and seating arrangement criticized as negative.
Masalar dipdibe marketten dondurulmus kofte alin evinizde yiyebilirsiniz.,"[('Masalar', 'AMBIENCE#GENERAL', 'negative')]","[['Masalar', 'AMBIENCE#GENERAL', 'negative'], ['', 'FOOD#QUALITY', 'negative']]",Tables too close (negative ambiance). Food implied poor via sarcasm about frozen meatballs.
Masaya istenen sucuklu yumurtanın sucuğuna extra ücret istenmesi ayıp.,"[('ücret', 'FOOD#PRICES', 'negative')]","[['sucuk', 'FOOD#PRICES', 'negative']]","Extra charge for sausage criticized as shameful, negative sentiment about price."
Mekan dekorasyonu çok başarılı.,"[('Mekan dekorasyonu', 'AMBIENCE#GENERAL', 'positive')]","[['Mekan dekorasyonu', 'AMBIENCE#GENERAL', 'positive']]","Review explicitly praises decoration, correctly labeled."
"Mekan enteresan bir havaya sahip , haftaici aksamlari abiler ellerinde nargilelerle çayla muhabbetin dibine vururken.","[('Mekan', 'AMBIENCE#GENERAL', 'neutral')]","[['Mekan', 'AMBIENCE#GENERAL', 'positive']]","Mekan enteresan bir havaya sahip ifadesi olumlu atmosferi belirtir, sosyal ortam da destekler."
Mekan güzel ferah.,"[('Mekan', 'AMBIENCE#GENERAL', 'positive')]","[['Mekan', 'AMBIENCE#GENERAL', 'positive']]",Mekan için 'güzel ferah' ifadesi pozitif atmosfer belirtir.
Mekan güzel.,"[('Mekan', 'RESTAURANT#GENERAL', 'positive')]","[['Mekan', 'RESTAURANT#GENERAL', 'positive']]",Mevcut etiket doğru: mekan beğenilmiş.
Mekan kalabalık olduğunda stres kontrolu diye bişey kalmiyor sanirim.,"[('stres kontrolu', 'SERVICE#GENERAL', 'negative')]","[['stres kontrolu', 'SERVICE#GENERAL', 'negative']]","Crowded place leads to lack of stress control in service, negative sentiment."
"Mekan küçük ama şirin, aşk-ı memnu'yu daha önce hiç bitiremedim ama gerçekten çok güzel bir tadı var.","[(""aşk-ı memnu'yu"", 'FOOD#QUALITY', 'positive'), ('Mekan', 'AMBIENCE#GENERAL', 'positive')]","[[""aşk-ı memnu'yu"", 'DRINKS#QUALITY', 'positive'], ['Mekan', 'AMBIENCE#GENERAL', 'positive']]",Mekan şirin -> ambience positive; aşk-ı memnu'yu tadı güzel -> drink quality positive.
Mekan ne kadar çok büyüdüyse kalite o kadar düştü.,"[('kalite', 'RESTAURANT#GENERAL', 'negative')]","[['kalite', 'RESTAURANT#GENERAL', 'negative']]","Kalitenin düştüğü belirtilmiş, olumsuz."
Mekan tasarımı iyi.,"[('Mekan tasarımı', 'AMBIENCE#GENERAL', 'positive')]","[['Mekan tasarımı', 'AMBIENCE#GENERAL', 'positive']]",Explicit positive mention of design.
"Mekan çok güzel, menüde 10larca seçenek var ama malesef yemekler lezzetli değil.","[('menüde', 'FOOD#STYLE_OPTIONS', 'positive'), ('Mekan', 'AMBIENCE#GENERAL', 'positive'), ('yemekler', 'FOOD#QUALITY', 'negative')]",[],JSON_ERROR: Unterminated string starting at: line 7 column 16 (char 184)
Mekan çok küçük hemen doluyor.,"[('Mekan', 'AMBIENCE#GENERAL', 'negative')]","[['Mekan', 'AMBIENCE#GENERAL', 'negative']]",Mekanın küçük olması ve çabuk dolması olumsuz ambiyans etkisi yaratıyor.
Mekandaki müzik seçimleri de harika.,"[('müzik seçimleri', 'AMBIENCE#GENERAL', 'positive')]","[['müzik seçimleri', 'AMBIENCE#GENERAL', 'positive']]","Metin müzik seçimlerini övüyor, AMBIENCE altında positive."
"Mekani çok güzel, çesitler inanilmaz derecede bol ve lezzetli.","[('', 'FOOD#QUALITY', 'positive'), ('Mekani', 'AMBIENCE#GENERAL', 'positive'), ('çesitler', 'FOOD#STYLE_OPTIONS', 'positive')]","[['Mekani', 'AMBIENCE#GENERAL', 'positive'], ['çeşitler', 'FOOD#QUALITY', 'positive']]","Mekan ve çeşitler için pozitif; boş hedef kaldırıldı, STYLE_OPTIONS kullanılmaz FOOD#QUALITY'e çevrildi."
Mekanin isletmecisi beyin tavri tarzi konusmasi uslubu ve terbiyesi yerlerde.,"[('Mekanin isletmecisi beyin', 'SERVICE#GENERAL', 'negative'), ('tavri tarzi konusmasi uslubu', 'SERVICE#GENERAL', 'negative')]",[],JSON_ERROR: Expecting value: line 1 column 1 (char 0)
"Mekanin konumu çok muhtesem konsept, hizmet ve ürünler vasat.","[('ürünler', 'FOOD#QUALITY', 'neutral'), ('Mekanin konumu', 'LOCATION#GENERAL', 'positive'), ('hizmet', 'SERVICE#GENERAL', 'neutral')]",[],JSON_ERROR: Expecting value: line 1 column 1 (char 0)
Mekanin populerligi yuzunden rahatlar sanirim ama bu rahatlikla populerligi kisa surede kaybederler.,"[('Mekanin', 'RESTAURANT#GENERAL', 'negative')]",[],JSON_ERROR: Expecting value: line 1 column 1 (char 0)
Mekanı bilmeyeniniz yoktur.,"[('Mekanı', 'RESTAURANT#GENERAL', 'neutral')]","[['Mekanı', 'RESTAURANT#GENERAL', 'positive']]"," 'Mekanı bilmeyeniniz yoktur' implies the restaurant is well-known, a positive general aspect."
Mekanın içine cidden emek harcandığı her halinden belli.,"[('Mekanın içine', 'AMBIENCE#GENERAL', 'positive')]","[['Mekanın içine', 'AMBIENCE#GENERAL', 'positive']]","Review praises the interior effort, positive ambience."
Mekanın lokasyonu on numara ama rezervasyonsuz deniz kenarı masa bulmanız imkansız.,"[('Mekanın lokasyonu', 'LOCATION#GENERAL', 'positive')]","[['Mekanın lokasyonu', 'LOCATION#GENERAL', 'positive'], ['rezervasyonsuz deniz kenarı masa bulma', 'SERVICE#GENERAL', 'negative']]",Location positive; difficulty of finding seaside table without reservation negative.
Menemeni güzel denebilir.,"[('Menemeni', 'FOOD#QUALITY', 'positive')]","[['Menemeni', 'FOOD#QUALITY', 'positive']]",Single food item menemeni with positive sentiment 'güzel denebilir'.
"Menemeni leziz, balı enfes ama çayı için olumlu bir yorum yapamayacağım.","[('balı', 'FOOD#QUALITY', 'positive'), ('çayı', 'DRINKS#QUALITY', 'negative'), ('Menemeni', 'FOOD#QUALITY', 'positive')]","[['Menemeni', 'FOOD#QUALITY', 'positive'], ['balı', 'FOOD#QUALITY', 'positive'], ['çayı', 'DRINKS#QUALITY', 'negative']]","Mevcut etiketler tam ve doğru, güncellemeye gerek yok."
Menude yazilmis olmasina ragmen tavuk WRAPimiz patates ile gelmedi nedenini sordugumuz da patatesi kaldirdiklarini menulerini henuz degistirmediklerini soylediler.,"[('tavuk WRAPimiz', 'FOOD#STYLE_OPTIONS', 'negative')]",[],JSON_ERROR: Expecting value: line 1 column 1 (char 0)
Menusundeki hemen hemen hersey oldukca lezzetli.,"[('hersey', 'FOOD#QUALITY', 'positive')]","[['hersey', 'FOOD#QUALITY', 'positive']]",Menüdeki neredeyse her şey lezzetli olduğu için pozitif yemek kalitesi.
Menüde alkol bulundurmayan tek gereksiz happy moon's.,"[('alkol', 'DRINKS#STYLE_OPTIONS', 'negative')]","[[""happy moon's"", 'DRINKS#STYLE_OPTIONS', 'negative']]","Restaurant criticized for lacking alcohol options in menu, sentiment negative."
"Menüdeki çeşitleri sorunca, o yok, bu yok, onun yerine şunu verelim, bunu verelim.","[('', 'FOOD#STYLE_OPTIONS', 'negative')]","[['menüdeki çeşitler', 'FOOD#STYLE_OPTIONS', 'negative']]","Müşteri menüdeki çeşitlerin çoğunun olmadığını söylüyor, bu olumsuz"
Menünün hiç bir özelliği yok.,"[('Menünün', 'FOOD#STYLE_OPTIONS', 'negative')]","[['Menü', 'FOOD#STYLE_OPTIONS', 'negative']]",Menüde çeşitlilik olmaması FOOD#STYLE_OPTIONS için negatif.
"Merkezi konumu ve geniş menüsü nedeniyle Kadıköy'de çok tercih edilen, çoğu zaman dışarıda yer bile bulamayacağınız mekan.","[('konumu', 'LOCATION#GENERAL', 'positive'), ('menüsü', 'FOOD#STYLE_OPTIONS', 'positive')]","[['konumu', 'RESTAURANT#GENERAL', 'positive'], ['menüsü', 'FOOD#QUALITY', 'positive']]",Merkezi konum ve geniş menü olumlu; mevcut etiketlerde kategori uyarlaması yapıldı.
"Mevcut çalışanlarının marjinal görünümlerini yadırgamamakla birlikte , bu marjinal görüntü hafiften cool davranışlara kaçıyor, bu da hizmete olumsuz yansıyor.","[('çalışanlarının', 'SERVICE#GENERAL', 'negative')]",[],JSON_ERROR: Expecting value: line 1 column 1 (char 0)
Mezeler de vasatın üzerinde.,"[('Mezeler', 'FOOD#QUALITY', 'neutral')]","[['Mezeler', 'FOOD#QUALITY', 'positive']]","vasatın üzerinde means above average, positive sentiment."
Mezeler oldukça güzel ve çeşitli.,"[('Mezeler', 'FOOD#QUALITY', 'positive'), ('Mezeler', 'FOOD#STYLE_OPTIONS', 'positive')]","[['Mezeler', 'FOOD#QUALITY', 'positive'], ['Mezeler', 'FOOD#STYLE_OPTIONS', 'positive']]",Both 'güzel' (quality) and 'çeşitli' (variety) are explicitly mentioned and positive.
"Mezeler çok çeşitli ve lezzetli, metrelik kebabı da güzel, o da gayet lezzetli fakat mecburen fix menü alınıyor.","[('fix menü', 'AMBIENCE#GENERAL', 'negative'), ('Mezeler', 'FOOD#QUALITY', 'positive'), ('Mezeler', 'FOOD#STYLE_OPTIONS', 'positive'), ('metrelik kebabı', 'FOOD#QUALITY', 'positive')]","[['Mezeler', 'FOOD#QUALITY', 'positive'], ['Mezeler', 'FOOD#STYLE_OPTIONS', 'positive'], ['metrelik kebabı', 'FOOD#QUALITY', 'positive'], ['fix menü', 'RESTAURANT#GENERAL', 'negative']]","Mezeler için çeşit ve lezzet pozitif, kebabı lezzetli, fix menü zorunluluğu negatif."
"Mis gibi Uskudar ;) - Dilruba'ya çikis yolu zorlu, yorucu olsa da nargilesi için gidilmeye deger.","[('nargilesi', 'DRINKS#QUALITY', 'positive'), ('çikis yolu', 'LOCATION#GENERAL', 'negative')]",[],JSON_ERROR: Expecting value: line 1 column 1 (char 0)
Misafirlerini çok güzel host ediyorlar.,"[('host ediyorlar', 'SERVICE#GENERAL', 'positive')]","[['host ediyorlar', 'SERVICE#GENERAL', 'positive']]",Positive service hosting guests.
"Miss Pizza ""çok iyi"" olmasa da İstanbul'da en iyiler arasında sayılabilir.","[('Miss Pizza', 'FOOD#QUALITY', 'positive')]","[['Miss Pizza', 'FOOD#QUALITY', 'positive']]","Miss Pizza'nın tadı en iyiler arasında sayılıyor, dolayısıyla pozitif."
"Mudavimi oldugum diger mekanim, ascisi super yemekler cikariyor isletmecisini cok seviyoruz , balli tavuk salata , yesil mercimek corbasi, kestanesi suflesi ve birbirinden saglikli fresh meyve sulari deneyin derim ,bogazin gobeginde yemeginizi yemenin keyfine varin","[('mekanim', 'RESTAURANT#GENERAL', 'positive'), ('yesil mercimek corbasi', 'FOOD#QUALITY', 'positive'), ('kestanesi suflesi', 'FOOD#QUALITY', 'positive'), ('balli tavuk salata', 'FOOD#QUALITY', 'positive'), ('fresh meyve sulari', 'DRINKS#QUALITY', 'positive'), ('bogazin gobeginde', 'AMBIENCE#GENERAL', 'positive'), ('isletmecisini', 'SERVICE#GENERAL', 'positive')]",[],JSON_ERROR: Expecting value: line 1 column 1 (char 0)
Mukemmel.,"[('', 'RESTAURANT#GENERAL', 'positive')]","[['', 'RESTAURANT#GENERAL', 'positive']]",Tek kelime 'Mukemmel' restoran geneli için olumlu duygu belirtir.
Mutlaka bir daha gelicez :,"[('', 'RESTAURANT#GENERAL', 'positive')]","[['', 'RESTAURANT#GENERAL', 'positive']]","Review expresses intention to revisit, indicating overall positive sentiment."
Mutlaka bir hafta önceden rezarvasyon yaptırın iyi bir rum meyhanesi yemekleri başarılı olduğu gibi şahane bir manzarası var bu mekanın en büyük olayı sürekli ikram yapmalarıdır pahalı olmasına rağmen hak ediyor.,"[('yemekleri', 'FOOD#QUALITY', 'positive'), ('ikram', 'FOOD#STYLE_OPTIONS', 'positive'), ('manzarası', 'AMBIENCE#GENERAL', 'positive')]",[],JSON_ERROR: Expecting value: line 1 column 1 (char 0)
Mutlaka gelin gorun.,"[('', 'RESTAURANT#GENERAL', 'positive')]","[['', 'RESTAURANT#GENERAL', 'positive']]","Metin restoranı genel olarak tavsiye ediyor, olumlu."
Mutlaka müdavimleri vardir ama beni çekmiyor.,"[('', 'RESTAURANT#GENERAL', 'negative')]","[['', 'RESTAURANT#GENERAL', 'negative']]","Metin restoran genelinden hoşlanmadığını belirtiyor, olumsuz."
Mutlaka ızgara mantar ve istakoz kavurma deneyin gittiğim ve hiçbir zaman pişman olmadığım ender yerlerden biridir,"[('yerlerden', 'RESTAURANT#GENERAL', 'positive'), ('istakoz kavurma', 'FOOD#QUALITY', 'positive'), ('ızgara mantar', 'FOOD#QUALITY', 'positive')]",[],JSON_ERROR: Expecting value: line 1 column 1 (char 0)
Mükellef bir yemek sonrasi ortalama 15-25 TL'ye mekandan çikabilirsiniz.,"[(""15-25 TL'ye"", 'FOOD#PRICES', 'positive')]","[['15-25 TL', 'FOOD#PRICES', 'positive']]","Mükellef yemek sonrası verilen fiyat aralığı uygun, olumlu."
Müsteri memnuniyeti sifir!,"[('Müsteri memnuniyeti', 'RESTAURANT#GENERAL', 'negative')]","[['Müsteri memnuniyeti', 'RESTAURANT#GENERAL', 'negative']]",Direct negative statement about customer satisfaction.
"Müzikler, bahçesi, menüsü güzel.","[('menüsü', 'FOOD#STYLE_OPTIONS', 'positive'), ('bahçesi', 'AMBIENCE#GENERAL', 'positive'), ('Müzikler', 'AMBIENCE#GENERAL', 'positive')]","[['Müzikler', 'AMBIENCE#GENERAL', 'positive'], ['bahçesi', 'AMBIENCE#GENERAL', 'positive'], ['menüsü', 'FOOD#QUALITY', 'positive']]","Müzik, bahçe olumlu; menü FOOD#QUALITY olarak düzeltildi."
Müşterisi genç bir kitle.,"[('Müşterisi', 'RESTAURANT#GENERAL', 'neutral')]","[['Müşterisi', 'RESTAURANT#GENERAL', 'neutral']]","Review states clientele is young, which is neutral fact about restaurant general aspect."
Mısır ekmeği de sıcacık bayılıyorum.,"[('Mısır ekmeği', 'FOOD#QUALITY', 'positive')]","[['Mısır ekmeği', 'FOOD#QUALITY', 'positive']]",'sıcacık bayılıyorum' directly expresses positive sentiment for cornbread quality.
Nachos istemediğime pişman oldum.,"[('Nachos', 'FOOD#QUALITY', 'positive')]","[['Nachos', 'FOOD#QUALITY', 'positive']]",Pişmanlık ifadesi Nachos'u olumlu olarak değerlendirdiğini gösteriyor.
Namini duyup gittigim yerlerden ama mezeler gelince ortada nam falan kalmadi malesef.,"[('mezeler', 'FOOD#QUALITY', 'negative')]","[['mezeler', 'FOOD#QUALITY', 'negative']]",Mezeler için olumsuz yorum: nam kalmadı.
Nargilesi de mevcut olan mekan genelde hep doludur.,"[('Nargilesi', 'DRINKS#STYLE_OPTIONS', 'positive')]",[],JSON_ERROR: Expecting value: line 1 column 1 (char 0)
"Ne kadar yoğun olursa olsun, servis hızlı yenilen her şey çok lezzetli.","[('yenilen her şey', 'FOOD#QUALITY', 'positive'), ('servis', 'SERVICE#GENERAL', 'positive')]","[['yenilen her şey', 'FOOD#QUALITY', 'positive'], ['servis', 'SERVICE#GENERAL', 'positive']]","Yorumda servis hızlı ve yenilen her şey lezzetli olarak belirtilmiş, mevcut etiketler doğru."
Ne zaman gitsek güler yüzle ayrılıyoruz.,"[('', 'RESTAURANT#GENERAL', 'positive')]","[['', 'RESTAURANT#GENERAL', 'positive']]",Review implies overall positive experience; no specific aspect mentioned.
Neden bu kadar popüler oldugunu anlamiyorum.,"[('', 'RESTAURANT#GENERAL', 'negative')]","[['', 'RESTAURANT#GENERAL', 'negative']]","Metin, restoranın popülerliğini sorguluyor, genel olumsuzluk ima ediyor."
Neden şimdiye kadar gelmemişim dedim.,"[('', 'RESTAURANT#GENERAL', 'positive')]","[['', 'RESTAURANT#GENERAL', 'positive']]","Review expresses regret for not visiting earlier, implying positive general sentiment."
Nedendir bilmiyorum ama burayı çok seviyorum.,"[('burayı', 'RESTAURANT#GENERAL', 'positive')]","[['burayı', 'RESTAURANT#GENERAL', 'positive']]","Restoran genel beğenisi, olumlu."
Nerde Bebek şubesi nerde burası tek güzel yanı caddenin bir arka sokağında yeşilliklerin içinde bahçesinin olması,"[('bahçesinin', 'AMBIENCE#GENERAL', 'positive')]","[['bahçesinin', 'AMBIENCE#GENERAL', 'positive']]","Metinde bahçenin varlığı tek güzel yan olarak belirtilmiş, pozitif atmosfer."
Nereye gitsek kararsızlığına düşmek üzereyken kurtarıcı olan mekandır Kütük Ev.,"[('mekandır', 'RESTAURANT#GENERAL', 'positive')]","[['Kütük Ev', 'RESTAURANT#GENERAL', 'positive']]","Review praises restaurant as a savior, positive for overall restaurant."
Neyle kıyaslanarak çok beğenildiğini merak ediyorum açıkçası.,"[('', 'RESTAURANT#GENERAL', 'negative')]","[['', 'RESTAURANT#GENERAL', 'negative']]","Reviewer questions reason for high praise, implying negative overall sentiment."
Neyse tadı paket servisten elbette çok daha iyidi neticede beklemeden yeme imkanınız var.,"[('tadı', 'FOOD#QUALITY', 'positive')]","[['tadı', 'FOOD#QUALITY', 'positive']]","Metin tadın paket servise göre daha iyi olduğunu belirtiyor, olumlu."
Normal mekan normal tatlar.,"[('tatlar', 'FOOD#QUALITY', 'neutral'), ('mekan', 'AMBIENCE#GENERAL', 'neutral')]","[['tatlar', 'FOOD#QUALITY', 'neutral'], ['mekan', 'AMBIENCE#GENERAL', 'neutral']]","Review states both are normal, indicating neutral sentiment for both taste and ambiance."
Normalde sevdigim bir kahvalticiydi bgn ne yedigimi anladim ne bisi!,"[('yedigimi', 'FOOD#QUALITY', 'negative')]","[['yedigimi', 'FOOD#QUALITY', 'negative']]","Bugünkü yemek kalitesi kötü, 'ne yediğimi anlamadım' ifadesi olumsuz."
Num Num gerçegi - Yediginiz herseyin hakkini verdikleri bir gerçek.,"[('Yediginiz herseyin', 'FOOD#QUALITY', 'positive')]","[['Yediginiz herseyin', 'FOOD#QUALITY', 'positive']]","Review states they give justice to everything eaten, positive food quality."
Nusret etin prensi diyorsak bildiğimiz var ki diyoruz.,"[('etin', 'FOOD#QUALITY', 'positive')]","[['etin', 'FOOD#QUALITY', 'positive']]","Review states 'Nusret etin prensi' meaning meat is prince-like, implying high quality."
O agaci korumak için gösterdiginiz çaba kesinlikle isletmenizin sayginligini fazlasiyla arttiracaktir.,"[('çaba', 'AMBIENCE#GENERAL', 'positive')]","[['çaba', 'AMBIENCE#GENERAL', 'positive']]","Effort to protect a tree enhances ambience, resulting in positive sentiment."
O da eğer yer bulabilirseniz.,"[('yer', 'SERVICE#GENERAL', 'negative')]","[['yer', 'RESTAURANT#GENERAL', 'negative']]","Only review mentions difficulty finding a seat, negative sentiment about seating availability."
O da manzarası için.,"[('manzarası', 'AMBIENCE#GENERAL', 'positive')]","[['manzarası', 'AMBIENCE#GENERAL', 'neutral']]",Metin olumlu/olumsuz duygu içermiyor; 'için' ifadesi sadece amaç belirtiyor.
O gürültü ortamdan sonra tekrar gidecegimi sanmıyorum.,"[('ortamdan', 'AMBIENCE#GENERAL', 'negative')]","[['gürültü ortam', 'AMBIENCE#GENERAL', 'negative']]",Review explicitly mentions noise environment negatively.
